file,reducedClassName,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,severity,title,version,vulnerable
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,AJP Request Injection and potential Remote Code Execution,Affects: 9.0.0.M1 to 9.0.39,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,AJP Request Injection and potential Remote Code Execution,Affects: 9.0.0-M1 to 9.0.39,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Low,Denial of service,Affects: 6.0.0-6.0.37,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Low,Denial of service,Affects: 6.0.0 to 6.0.37,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Low,Information disclosure,Affects: 6.0.0-6.0.37,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Information disclosure in authentication headers,Affects: 6.0.0-6.0.32,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Information disclosure in authentication headers,Affects: 6.0.30-6.0.32,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Information disclosure in authentication headers,Affects: 6.0.0-6.0.30,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.0 to 6.0.37,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.33 to 6.0.37,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Moderate,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.21-6.0.36,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Moderate,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.30-6.0.32,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Moderate,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.0-6.0.30,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Moderate,Arbitrary file deletion and/or alteration on deploy,Affects: 6.0.0-6.0.29,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Cross-site scripting,Affects: 6.0.0-6.0.13,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Important,Session hi-jacking,Affects: 6.0.0-6.0.14,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProcessor.java,java/org/apache/coyote/ajp/AjpProcessor.java,org.apache.coyote.ajp.AjpProcessor,class,27,194,3,162,847,0.052564103,0.2474359,46,0,17,7,21,1,40,0,14,0,33,8,0,32,1,0,16,0,35,895,34,8,35,10,5,37,106,169,20,107,5,0,2,0,401,1,8,Moderate,Session hi-jacking,Affects: 6.0.0-6.0.15,1
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/AjpProtocol.java,java/org/apache/coyote/ajp/AjpProtocol.java,org.apache.coyote.ajp.AjpProtocol,class,5,1,4,4,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,2,8,0,0,0,0,0,1,0,2,0,2,0,0,0,0,14,1,1,0,0,0,0
apache-tomcat-8.5.65-src/java/org/apache/coyote/ajp/Constants.java,java/org/apache/coyote/ajp/Constants.java,org.apache.coyote.ajp.Constants,class,1,8,1,5,0,0,0,4,4,4,0,0,0,5,0,4,0,64,64,60,4,0,0,64,0,2,90,5,1,1,1,0,55,59,66,3,66,2,0,0,0,89,17,0,0,0,0,0
apache-tomcat-8.5.65-src/java/org/apache/coyote/AsyncStateMachine.java,java/org/apache/coyote/AsyncStateMachine.java,org.apache.coyote.AsyncStateMachine,class,12,70,1,31,0,0.6789474,1,22,0,18,2,0,2,20,0,0,12,7,2,0,7,0,0,4,0,12,253,25,0,42,1,2,17,4,24,0,13,3,0,1,0,170,1,1,0,0,0,0
apache-tomcat-8.5.65-src/java/org/apache/coyote/CloseNowException.java,java/org/apache/coyote/CloseNowException.java,org.apache.coyote.CloseNowException,class,0,4,4,0,6,0,0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,48,1,0,0,0,0,0
