,file,class,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,version,title,severity,vulnerable
39,apache-tomcat-10.0.4-src/java/jakarta/mail/PasswordAuthentication.java,java/jakarta/mail/PasswordAuthentication.java,0,1,1,0,0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,10,0,0,0.0
40,apache-tomcat-10.0.4-src/java/jakarta/mail/Session.java,java/jakarta/mail/Session.java,2,2,1,0,1,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,10,0,0,0.0
41,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/AuthException.java,java/jakarta/security/auth/message/AuthException.java,0,2,5,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,11,1,0,10,0,0,0.0
42,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/AuthStatus.java,java/jakarta/security/auth/message/AuthStatus.java,1,2,1,0,0,0.0,0.0,2,0,1,1,0,0,1,0,0,0,6,5,5,1,0,0,6,0,0,14,1,0,0,0,0,5,0,6,0,6,0,0,0,0,19,1,0,10,0,0,0.0
43,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/CallerPrincipalCallback.java,java/jakarta/security/auth/message/callback/CallerPrincipalCallback.java,0,5,1,0,0,0.7,1.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,24,3,0,0,0,0,0,0,6,0,3,0,0,0,0,23,1,0,10,0,0,0.0
44,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/CertStoreCallback.java,java/jakarta/security/auth/message/callback/CertStoreCallback.java,0,3,1,0,1,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,1,0,10,0,0,0.0
45,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/GroupPrincipalCallback.java,java/jakarta/security/auth/message/callback/GroupPrincipalCallback.java,0,3,1,0,0,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,21,1,0,10,0,0,0.0
46,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/PasswordValidationCallback.java,java/jakarta/security/auth/message/callback/PasswordValidationCallback.java,1,7,1,1,9,0.2857143,0.52380955,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,2,0,1,30,4,0,0,0,0,0,2,5,0,4,0,0,0,0,27,1,0,10,0,0,0.0
47,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/PrivateKeyCallback.java,java/jakarta/security/auth/message/callback/PrivateKeyCallback.java,1,5,1,0,4,0.3,0.4,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,1,0,0,69,3,0,0,0,0,0,0,3,0,3,0,0,5,0,31,1,0,10,0,0,0.0
48,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/SecretKeyCallback.java,java/jakarta/security/auth/message/callback/SecretKeyCallback.java,1,4,1,0,2,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,0,27,2,0,0,0,0,0,0,2,0,2,0,0,2,0,26,1,0,10,0,0,0.0
49,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/callback/TrustStoreCallback.java,java/jakarta/security/auth/message/callback/TrustStoreCallback.java,0,2,1,0,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,0,10,0,0,0.0
50,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/config/AuthConfigFactory.java,java/jakarta/security/auth/message/config/AuthConfigFactory.java,5,20,1,14,76,0.018181818,0.018181818,13,4,11,2,0,0,11,8,0,1,9,9,7,2,0,0,8,0,8,77,6,0,4,1,0,9,0,15,2,14,5,0,1,2,59,1025,0,10,0,0,0.0
51,apache-tomcat-10.0.4-src/java/jakarta/security/auth/message/MessagePolicy.java,java/jakarta/security/auth/message/MessagePolicy.java,1,5,1,0,0,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,51,3,0,2,0,0,1,1,2,0,2,1,0,3,0,13,1,0,10,0,0,0.0
52,apache-tomcat-10.0.4-src/java/jakarta/servlet/AsyncEvent.java,java/jakarta/servlet/AsyncEvent.java,3,8,1,0,0,0.78571427,1.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,4,0,0,42,4,0,0,0,0,0,0,16,0,4,0,0,0,0,25,1,0,10,0,0,0.0
53,apache-tomcat-10.0.4-src/java/jakarta/servlet/GenericFilter.java,java/jakarta/servlet/GenericFilter.java,4,7,1,6,19,0.04761905,0.04761905,7,0,7,0,0,0,7,0,0,0,2,1,0,2,0,0,1,0,0,25,5,0,0,0,0,0,1,2,0,2,0,0,0,0,63,1025,0,10,0,0,0.0
54,apache-tomcat-10.0.4-src/java/jakarta/servlet/GenericServlet.java,java/jakarta/servlet/GenericServlet.java,6,13,1,10,72,0.03846154,0.03846154,13,0,13,0,0,0,13,1,0,0,2,1,0,2,0,0,1,0,0,39,6,0,0,0,0,3,1,2,2,2,0,0,0,0,188,1025,0,10,0,0,0.0
55,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/Cookie.java,java/jakarta/servlet/http/Cookie.java,3,25,1,11,149,0.057894737,0.06842105,19,0,19,0,0,0,20,0,0,0,11,2,0,11,0,0,3,0,13,112,10,0,3,1,0,6,3,25,0,16,1,0,0,3,308,1,0,10,0,0,0.0
56,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/Cookie.java,java/jakarta/servlet/http/Cookie.java,1,4,3,5,1,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,1,1,1,0,1,1,0,0,0,14,0,0,10,0,0,0.0
57,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/Cookie.java,java/jakarta/servlet/http/Cookie.java,1,9,1,9,1,0.0,0.0,3,0,0,1,1,1,2,0,0,0,3,2,0,1,2,0,3,0,2,32,2,2,2,0,0,3,6,9,0,9,2,0,0,0,38,0,0,10,0,0,0.0
58,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/Cookie.java,java/jakarta/servlet/http/Cookie.java,1,1,2,0,0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,14,0,0,10,0,0,0.0
59,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpFilter.java,java/jakarta/servlet/http/HttpFilter.java,8,4,2,2,1,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,2,2,1,1,2,1,1,0,0,0,109,1025,0,10,0,0,0.0
60,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpServlet.java,java/jakarta/servlet/http/HttpServlet.java,6,13,3,7,7,0.2,0.2,7,0,4,1,0,2,6,0,0,0,5,2,0,5,0,0,3,0,5,44,2,0,1,0,0,3,7,13,1,7,1,0,0,0,53,0,0,10,0,0,0.0
61,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpServlet.java,java/jakarta/servlet/http/HttpServlet.java,10,50,2,50,71,0.29090908,0.38181818,15,1,2,4,9,0,11,0,0,0,14,12,0,14,0,0,13,0,7,259,5,2,6,2,3,34,15,57,4,45,5,0,1,0,406,1025,0,10,0,0,0.0
62,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpServlet.java,java/jakarta/servlet/http/HttpServlet.java,6,15,3,11,31,0.2,0.33333334,11,0,8,1,0,2,10,0,0,0,3,0,0,3,0,0,1,0,0,57,2,0,2,0,0,1,0,6,0,4,2,0,0,0,35,0,0,10,0,0,0.0
63,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpServletRequestWrapper.java,java/jakarta/servlet/http/HttpServletRequestWrapper.java,10,38,2,38,703,0.0,0.0,38,0,37,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,116,35,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,10,0,0,0.0
64,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpServletResponseWrapper.java,java/jakarta/servlet/http/HttpServletResponseWrapper.java,4,25,2,25,300,0.0,0.0,25,0,24,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0,10,0,0,0.0
65,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpSessionBindingEvent.java,java/jakarta/servlet/http/HttpSessionBindingEvent.java,2,5,2,1,0,0.5,0.6,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,3,0,0,24,3,0,0,0,0,0,1,5,0,3,0,0,0,0,76,1,0,10,0,0,0.0
66,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpSessionEvent.java,java/jakarta/servlet/http/HttpSessionEvent.java,1,2,1,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,1,0,0,0,0,0,1,1,0,1,0,0,0,0,40,1,0,10,0,0,0.0
67,apache-tomcat-10.0.4-src/java/jakarta/servlet/http/HttpUtils.java,java/jakarta/servlet/http/HttpUtils.java,5,25,1,30,10,0.0,0.0,5,4,4,1,0,0,4,0,0,0,2,2,0,2,0,0,2,0,6,108,5,3,6,3,3,7,20,29,6,23,4,0,0,0,187,1,0,10,0,0,0.0
68,apache-tomcat-10.0.4-src/java/jakarta/servlet/HttpConstraintElement.java,java/jakarta/servlet/HttpConstraintElement.java,2,10,1,3,0,0.85714287,1.0,7,0,7,0,0,0,7,0,0,0,5,2,0,5,0,0,5,0,1,39,3,0,1,0,0,2,3,14,0,5,1,0,0,0,67,1,0,10,0,0,0.0
69,apache-tomcat-10.0.4-src/java/jakarta/servlet/HttpMethodConstraintElement.java,java/jakarta/servlet/HttpMethodConstraintElement.java,1,7,2,6,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,2,0,3,0,0,3,0,1,21,1,0,4,0,0,3,2,4,0,3,1,0,0,0,31,1,0,10,0,0,0.0
70,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/ELException.java,java/jakarta/servlet/jsp/el/ELException.java,0,5,3,1,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,0,18,1,0,0,0,0,0,1,1,0,1,0,0,0,0,45,1,0,10,0,0,0.0
71,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/ELParseException.java,java/jakarta/servlet/jsp/el/ELParseException.java,1,2,4,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,32,1,0,10,0,0,0.0
72,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/Expression.java,java/jakarta/servlet/jsp/el/Expression.java,1,1,1,0,0,0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1025,0,10,0,0,0.0
73,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/ExpressionEvaluator.java,java/jakarta/servlet/jsp/el/ExpressionEvaluator.java,3,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1025,0,10,0,0,0.0
74,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/ImplicitObjectELResolver.java,java/jakarta/servlet/jsp/el/ImplicitObjectELResolver.java,6,32,3,25,1,0.47619048,0.47619048,7,0,7,0,0,0,7,0,0,0,12,12,0,12,0,0,12,0,19,425,18,1,9,0,0,11,15,19,0,19,3,0,2,0,97,1,0,10,0,0,0.0
75,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/el/ScopedAttributeELResolver.java,java/jakarta/servlet/jsp/el/ScopedAttributeELResolver.java,6,31,2,30,15,0.0,0.0,6,0,6,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,5,162,7,4,16,2,0,13,1,37,0,21,7,0,0,0,63,1,0,10,0,0,0.0
76,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/ErrorData.java,java/jakarta/servlet/jsp/ErrorData.java,0,5,1,0,2,0.4,1.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,4,0,0,24,4,0,0,0,0,0,0,4,0,4,0,0,0,0,55,17,0,10,0,0,0.0
77,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/JspContext.java,java/jakarta/servlet/jsp/JspContext.java,4,16,1,0,120,0.0,0.0,16,0,16,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1025,0,10,0,0,0.0
78,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/JspEngineInfo.java,java/jakarta/servlet/jsp/JspEngineInfo.java,0,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1025,0,10,0,0,0.0
79,apache-tomcat-10.0.4-src/java/jakarta/servlet/jsp/JspException.java,java/jakarta/servlet/jsp/JspException.java,0,5,3,1,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,0,17,1,0,0,0,0,0,1,1,0,1,0,0,0,0,70,1,0,10,0,0,0.0
